"study","college","origin","distance","area","washroom","rent","neighborhood","course"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",26,1,590,"0013","ASC-U-024"
"Undergrad","Business","Saskatchewan","30-45 minutes",26,0,510,"1018","BUS-U-011"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",36,0,620,"1025","ASC-U-129"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",26.5,1,850,"2013","ASC-U-067"
"Grad","Environment & Sustainability","International","15-30 minutes",30,0,670,"2002","ENV-G-001"
"Undergrad","Arts and Science","International","30-45 minutes",27,1,580,"1023","ASC-U-031"
"Undergrad","Arts and Science","International","30-45 minutes",31.5,0,730,"1046","ASC-U-097"
"Grad","Nursing","Saskatchewan","30-45 minutes",34,0,830,"1028","NUR-G-003"
"Undergrad","Engineering","Saskatchewan","15-30 minutes",53.5,1,1120,"2022","ENG-U-015"
"Med Residents","Medicine","Saskatchewan","less than 15 minutes",45.5,0,1320,"3005","MED-M-003"
"Undergrad","Veterinary Medicine","International","more than 45 minutes",37,1,860,"0020","VET-U-001"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",29,0,440,"0001","ASC-U-127"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",44,0,1270,"2032","ASC-U-043"
"Grad","Arts and Science","Saskatchewan","30-45 minutes",25.5,0,700,"1013","ASC-G-006"
"Undergrad","Business","Saskatchewan","more than 45 minutes",34,1,690,"0005","BUS-U-026"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",32,1,610,"0020","ASC-U-014"
"Undergrad","Arts and Science","International","less than 15 minutes",46,1,1190,"3009","ASC-U-048"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",36,0,610,"2035","ASC-U-134"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",32.5,1,780,"1054","ASC-U-054"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",30,0,580,"1046","ASC-U-045"
"Undergrad","Veterinary Medicine","International","30-45 minutes",27,1,830,"1017","VET-U-003"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",15,1,530,"0005","ASC-U-097"
"Grad","Engineering","Out of Province","more than 45 minutes",30,1,670,"0018","ENG-G-003"
"Undergrad","Kinesiology","Saskatchewan","15-30 minutes",32,1,840,"2013","KIN-U-001"
"Undergrad","Agriculture & Bioresources","Saskatchewan","15-30 minutes",41.5,0,860,"2017","AGR-U-005"
"Undergrad","Engineering","Saskatchewan","30-45 minutes",33.5,0,610,"1007","ENG-U-021"
"Grad","Education","Saskatchewan","more than 45 minutes",25.5,0,580,"0005","EDU-G-004"
"Undergrad","Veterinary Medicine","Saskatchewan","30-45 minutes",27,0,660,"1052","VET-U-003"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",27,0,650,"2024","ASC-U-068"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",36,0,890,"2029","ASC-U-084"
"Undergrad","Business","Saskatchewan","30-45 minutes",33,0,620,"1005","BUS-U-030"
"Grad","Education","International","30-45 minutes",36,1,860,"1026","EDU-G-008"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",35,0,620,"1008","ASC-U-005"
"Grad","Others","Saskatchewan","30-45 minutes",16,1,510,"1014","OTH-G-001"
"Undergrad","Agriculture & Bioresources","Saskatchewan","30-45 minutes",28,1,740,"1026","AGR-U-024"
"Undergrad","Arts and Science","International","15-30 minutes",46,1,1280,"2032","ASC-U-067"
"Grad","Education","Saskatchewan","30-45 minutes",36,0,830,"1019","EDU-G-008"
"Undergrad","Engineering","Out of Province","30-45 minutes",36,1,820,"1018","ENG-U-006"
"Undergrad","Business","Saskatchewan","30-45 minutes",41.5,1,900,"1028","BUS-U-040"
"Undergrad","Education","Saskatchewan","more than 45 minutes",33.5,1,680,"0020","EDU-U-005"
"Undergrad","Business","Saskatchewan","15-30 minutes",26,1,930,"2015","BUS-U-015"
"Undergrad","Education","Saskatchewan","30-45 minutes",26.5,1,690,"1005","EDU-U-019"
"Undergrad","Kinesiology","Saskatchewan","more than 45 minutes",39.5,0,710,"0008","KIN-U-010"
"Undergrad","Nursing","Saskatchewan","30-45 minutes",19.5,0,470,"1014","NUR-U-002"
"Undergrad","Arts and Science","Out of Province","15-30 minutes",30,0,870,"2030","ASC-U-022"
"Grad","Veterinary Medicine","Saskatchewan","30-45 minutes",39,1,1000,"1027","VET-G-005"
"Undergrad","Dentistry","International","30-45 minutes",37,1,830,"1030","DEN-U-002"
"Non-degree","Arts and Science","International","less than 15 minutes",38.5,1,1550,"3002","ASC-N-002"
"Undergrad","Education","Out of Province","15-30 minutes",36,0,710,"2002","EDU-U-004"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",34,1,1300,"2014","ASC-U-132"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",22.5,0,790,"2003","ASC-U-116"
"Undergrad","Education","Saskatchewan","more than 45 minutes",23,0,440,"0014","EDU-U-003"
"Grad","Others","Saskatchewan","15-30 minutes",40,0,1100,"2001","OTH-G-001"
"Undergrad","Nursing","International","30-45 minutes",28.5,0,410,"1031","NUR-U-011"
"Undergrad","Arts and Science","International","30-45 minutes",25,0,510,"1009","ASC-U-074"
"Grad","Public Health","Saskatchewan","less than 15 minutes",34.5,0,850,"3004","HEA-G-003"
"Undergrad","Nursing","Out of Province","15-30 minutes",35,0,800,"2001","NUR-U-004"
"Undergrad","Business","Saskatchewan","more than 45 minutes",33,0,730,"0009","BUS-U-028"
"Undergrad","Agriculture & Bioresources","Saskatchewan","30-45 minutes",21.5,0,480,"1006","AGR-U-004"
"Undergrad","Kinesiology","International","15-30 minutes",44.5,1,1480,"2020","KIN-U-010"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",42,1,1180,"2027","ASC-U-093"
"Med Residents","Medicine","Saskatchewan","30-45 minutes",20,0,550,"1005","MED-M-007"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",27.5,0,700,"1016","ASC-U-046"
"Undergrad","Medicine","Saskatchewan","more than 45 minutes",28,0,570,"0008","MED-U-004"
"Undergrad","Business","Out of Province","15-30 minutes",27,0,710,"2007","BUS-U-007"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",28,0,700,"2016","ASC-U-117"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",27,0,610,"1002","ASC-U-007"
"Undergrad","Arts and Science","Saskatchewan","less than 15 minutes",24,0,560,"3004","ASC-U-084"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",36,1,830,"1025","ASC-U-065"
"Undergrad","Arts and Science","Saskatchewan","less than 15 minutes",24,1,720,"3004","ASC-U-039"
"Undergrad","Agriculture & Bioresources","Out of Province","15-30 minutes",52,0,1340,"2012","AGR-U-008"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",19,1,430,"0012","ASC-U-134"
"Undergrad","Education","Saskatchewan","less than 15 minutes",26.5,0,870,"3006","EDU-U-015"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",26.5,1,1350,"1050","ASC-U-096"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",22.5,0,490,"1019","ASC-U-117"
"Grad","Arts and Science","Saskatchewan","15-30 minutes",27,0,620,"2017","ASC-G-012"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",28.5,0,540,"1025","ASC-U-089"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",29.5,1,1140,"1010","ASC-U-027"
"Grad","Medicine","Saskatchewan","more than 45 minutes",27,1,560,"0018","MED-G-001"
"Grad","Agriculture & Bioresources","Out of Province","more than 45 minutes",52.5,1,1160,"0021","AGR-G-002"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",39,0,690,"1031","ASC-U-107"
"Undergrad","Veterinary Medicine","Saskatchewan","30-45 minutes",36,0,770,"1048","VET-U-001"
"Undergrad","Nursing","International","less than 15 minutes",27,0,810,"3008","NUR-U-005"
"Undergrad","Engineering","Saskatchewan","15-30 minutes",30.5,0,900,"2027","ENG-U-017"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",41.5,0,1220,"2007","ASC-U-013"
"Undergrad","Arts and Science","Saskatchewan","less than 15 minutes",32,1,1020,"3010","ASC-U-043"
"Undergrad","Business","Saskatchewan","30-45 minutes",17.5,1,510,"1018","BUS-U-008"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",24.5,0,510,"1004","ASC-U-022"
"Undergrad","Medicine","Saskatchewan","more than 45 minutes",22.5,0,480,"0006","MED-U-002"
"Undergrad","Arts and Science","International","30-45 minutes",33,0,840,"1010","ASC-U-092"
"Undergrad","Business","Saskatchewan","15-30 minutes",37,1,930,"2005","BUS-U-004"
"Undergrad","Veterinary Medicine","Saskatchewan","30-45 minutes",37,1,1030,"1002","VET-U-003"
"Med Residents","Medicine","Saskatchewan","30-45 minutes",57.5,0,1220,"1015","MED-M-003"
"Undergrad","Education","Out of Province","15-30 minutes",23,1,610,"2029","EDU-U-016"
"Grad","Others","Out of Province","30-45 minutes",21.5,0,560,"1002","OTH-G-001"
"Undergrad","Arts and Science","International","30-45 minutes",32.5,0,680,"1030","ASC-U-006"
"Undergrad","Arts and Science","Out of Province","less than 15 minutes",23.5,0,560,"3004","ASC-U-086"
"Undergrad","Agriculture & Bioresources","Saskatchewan","more than 45 minutes",18.5,0,610,"0014","AGR-U-018"
"Grad","Arts and Science","Out of Province","30-45 minutes",34.5,1,1550,"1045","ASC-G-012"
"Undergrad","Arts and Science","International","30-45 minutes",31.5,0,660,"1025","ASC-U-054"
"Undergrad","Engineering","Saskatchewan","15-30 minutes",29.5,0,680,"2024","ENG-U-023"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",33,0,470,"0014","ASC-U-110"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",17.5,1,480,"1045","ASC-U-053"
"Undergrad","Nursing","Saskatchewan","30-45 minutes",21.5,0,450,"1026","NUR-U-010"
"Undergrad","Arts and Science","Saskatchewan","less than 15 minutes",30,0,820,"3009","ASC-U-027"
"Undergrad","Business","Saskatchewan","more than 45 minutes",25,0,360,"0004","BUS-U-020"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",29,0,600,"1013","ASC-U-006"
"Undergrad","Arts and Science","Out of Province","more than 45 minutes",33.5,0,620,"0022","ASC-U-119"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",27,1,780,"2002","ASC-U-068"
"Grad","Environment & Sustainability","Saskatchewan","30-45 minutes",34.5,1,1240,"1032","ENV-G-001"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",23,1,830,"1036","ASC-U-016"
"Undergrad","Engineering","Saskatchewan","30-45 minutes",36,0,760,"1022","ENG-U-022"
"Undergrad","Arts and Science","International","less than 15 minutes",25.5,1,740,"3004","ASC-U-006"
"Grad","Arts and Science","Out of Province","more than 45 minutes",27,0,510,"0003","ASC-G-009"
"Undergrad","Arts and Science","Out of Province","more than 45 minutes",38.5,0,610,"0013","ASC-U-065"
"Undergrad","Arts and Science","Saskatchewan","less than 15 minutes",29,1,1070,"3010","ASC-U-045"
"Undergrad","Business","Saskatchewan","30-45 minutes",28.5,0,750,"1010","BUS-U-037"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",39,0,690,"1046","ASC-U-079"
"Grad","Engineering","Saskatchewan","30-45 minutes",26.5,0,670,"1034","ENG-G-001"
"Undergrad","Business","Saskatchewan","15-30 minutes",22,0,550,"2020","BUS-U-025"
"Undergrad","Business","Saskatchewan","15-30 minutes",23,0,550,"2017","BUS-U-018"
"Grad","Business","Saskatchewan","more than 45 minutes",35,0,510,"0021","BUS-G-001"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",31,0,790,"2017","ASC-U-048"
"Undergrad","Law","International","less than 15 minutes",30.5,0,720,"3005","LAW-U-002"
"Med Residents","Medicine","Out of Province","15-30 minutes",27.5,0,740,"2024","MED-M-002"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",26.5,0,690,"1005","ASC-U-131"
"Undergrad","Pharmacy & Nutrition","Saskatchewan","15-30 minutes",29.5,0,670,"2012","PHARM-U-004"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",31.5,1,880,"1035","ASC-U-041"
"Undergrad","Arts and Science","International","more than 45 minutes",38,1,900,"0006","ASC-U-106"
"Undergrad","Business","Saskatchewan","15-30 minutes",40,0,890,"2019","BUS-U-020"
"Undergrad","Pharmacy & Nutrition","Saskatchewan","more than 45 minutes",38.5,1,760,"0008","PHARM-U-004"
"Undergrad","Business","Saskatchewan","30-45 minutes",31,0,810,"1054","BUS-U-013"
"Grad","Arts and Science","International","15-30 minutes",27.5,0,560,"2003","ASC-G-015"
"Undergrad","Agriculture & Bioresources","International","15-30 minutes",31.5,0,1120,"2016","AGR-U-013"
"Undergrad","Engineering","Out of Province","30-45 minutes",24.5,1,790,"1035","ENG-U-021"
"Undergrad","Veterinary Medicine","Saskatchewan","30-45 minutes",23,0,560,"1025","VET-U-001"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",26.5,0,620,"2004","ASC-U-130"
"Undergrad","Kinesiology","International","30-45 minutes",19.5,0,460,"1023","KIN-U-003"
"Undergrad","Medicine","Saskatchewan","30-45 minutes",23,0,480,"1036","MED-U-002"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",31.5,1,840,"0001","ASC-U-047"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",31.5,0,630,"1040","ASC-U-096"
"Grad","Engineering","Saskatchewan","30-45 minutes",26,1,790,"1030","ENG-G-002"
"Grad","Veterinary Medicine","Out of Province","15-30 minutes",27,0,740,"2022","VET-G-005"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",45.5,0,800,"1030","ASC-U-134"
"Undergrad","Nursing","International","30-45 minutes",22,1,710,"1035","NUR-U-003"
"Undergrad","Nursing","Out of Province","15-30 minutes",21.5,0,490,"2011","NUR-U-001"
"Undergrad","Engineering","Saskatchewan","30-45 minutes",31,0,690,"1034","ENG-U-016"
"Undergrad","Pharmacy & Nutrition","International","less than 15 minutes",37.5,0,1230,"3009","PHARM-U-004"
"Med Residents","Medicine","Saskatchewan","30-45 minutes",35.5,0,1310,"1014","MED-M-003"
"Grad","Education","Out of Province","more than 45 minutes",31.5,0,630,"0015","EDU-G-003"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",23.5,0,440,"0001","ASC-U-101"
"Grad","Agriculture & Bioresources","Saskatchewan","30-45 minutes",41,0,1240,"1038","AGR-G-002"
"Undergrad","Arts and Science","International","30-45 minutes",31,1,560,"1046","ASC-U-071"
"Grad","Education","Out of Province","more than 45 minutes",27.5,1,540,"0008","EDU-G-009"
"Undergrad","Veterinary Medicine","Saskatchewan","30-45 minutes",27,0,560,"1044","VET-U-001"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",30.5,0,730,"2024","ASC-U-005"
"Grad","Education","International","more than 45 minutes",40,0,560,"0008","EDU-G-004"
"Undergrad","Business","Saskatchewan","30-45 minutes",26.5,0,420,"1036","BUS-U-008"
"Undergrad","Business","Saskatchewan","30-45 minutes",23,0,430,"1009","BUS-U-003"
"Undergrad","Engineering","Saskatchewan","more than 45 minutes",29,0,590,"0014","ENG-U-016"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",61.5,0,1450,"2006","ASC-U-031"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",35.5,0,790,"2031","ASC-U-007"
"Undergrad","Business","Out of Province","30-45 minutes",30.5,0,630,"1026","BUS-U-017"
"Undergrad","Agriculture & Bioresources","International","more than 45 minutes",35.5,1,790,"0009","AGR-U-021"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",28.5,0,730,"2012","ASC-U-086"
"Grad","Education","Saskatchewan","more than 45 minutes",40,1,1650,"0024","EDU-G-006"
"Undergrad","Kinesiology","Saskatchewan","30-45 minutes",25,1,560,"1053","KIN-U-007"
"Undergrad","Arts and Science","Out of Province","15-30 minutes",38.5,0,870,"2012","ASC-U-005"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",32.5,0,680,"1026","ASC-U-016"
"Undergrad","Arts and Science","International","more than 45 minutes",31.5,1,580,"0009","ASC-U-069"
"Undergrad","Agriculture & Bioresources","Saskatchewan","15-30 minutes",28.5,1,1720,"2034","AGR-U-020"
"Undergrad","Arts and Science","International","15-30 minutes",27,0,670,"2024","ASC-U-107"
"Undergrad","Arts and Science","Saskatchewan","more than 45 minutes",28.5,0,460,"0021","ASC-U-068"
"Undergrad","Pharmacy & Nutrition","International","30-45 minutes",20.5,0,560,"1049","PHARM-U-002"
"Grad","Public Health","Saskatchewan","more than 45 minutes",44,0,790,"0002","HEA-G-003"
"Undergrad","Arts and Science","Out of Province","30-45 minutes",51,1,1120,"1043","ASC-U-131"
"Undergrad","Agriculture & Bioresources","Saskatchewan","15-30 minutes",21,1,620,"2027","AGR-U-021"
"Undergrad","Engineering","Saskatchewan","30-45 minutes",25,1,650,"1036","ENG-U-001"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",42.5,0,1210,"2030","ASC-U-104"
"Undergrad","Business","Saskatchewan","15-30 minutes",33.5,1,890,"2001","BUS-U-024"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",21.5,0,640,"2030","ASC-U-106"
"Undergrad","Arts and Science","International","15-30 minutes",37,0,1420,"2037","ASC-U-111"
"Undergrad","Arts and Science","Saskatchewan","30-45 minutes",38,1,1180,"1007","ASC-U-036"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",25.5,0,590,"2003","ASC-U-058"
"Undergrad","Kinesiology","Saskatchewan","15-30 minutes",26,1,730,"2015","KIN-U-010"
"Undergrad","Education","Saskatchewan","30-45 minutes",21.5,0,550,"1047","EDU-U-009"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",17.5,1,780,"2031","ASC-U-070"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",30.5,1,940,"2035","ASC-U-042"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",22.5,1,770,"2029","ASC-U-128"
"Undergrad","Education","Out of Province","more than 45 minutes",38.5,0,1050,"0009","EDU-U-021"
"Grad","Arts and Science","Saskatchewan","30-45 minutes",33,0,730,"1023","ASC-G-009"
"Undergrad","Engineering","Saskatchewan","30-45 minutes",30.5,1,730,"1020","ENG-U-022"
"Undergrad","Arts and Science","Saskatchewan","15-30 minutes",25,1,860,"2015","ASC-U-036"
"Undergrad","Business","Saskatchewan","less than 15 minutes",52,0,1150,"3004","BUS-U-003"
"Undergrad","Pharmacy & Nutrition","Out of Province","30-45 minutes",33,1,800,"1024","PHARM-U-005"
"Undergrad","Arts and Science","International","15-30 minutes",37,1,820,"2022","ASC-U-048"
"Undergrad","Nursing","Saskatchewan","15-30 minutes",28,0,680,"2027","NUR-U-004"
"Grad","Business","Saskatchewan","30-45 minutes",28.5,0,570,"1017","BUS-G-001"
"Grad","Medicine","Out of Province","15-30 minutes",32,0,790,"2021","MED-G-002"
"Grad","Medicine","International","30-45 minutes",37.5,1,850,"1007","MED-G-001"
"Grad","Veterinary Medicine","International","less than 15 minutes",32,1,1010,"3005","VET-G-002"
"Grad","Medicine","Saskatchewan","15-30 minutes",18,1,730,"2008","MED-G-001"
"Undergrad","Education","Saskatchewan","less than 15 minutes",30,0,860,"3002","EDU-U-023"
"Grad","Arts and Science","Saskatchewan","30-45 minutes",25,1,750,"1035","ASC-G-009"
"Grad","Veterinary Medicine","International","30-45 minutes",21,0,460,"1025","VET-G-003"
